"NYC_extract.DBA";"NYC_extract.TripAdvisor.URL";"NYC_extract.INSPECTION.DATE";"NYC_extract.VIOLATION.DESCRIPTION";"NYC_extract.SCORE";"NYC_extract.GRADE"
"187918";"EMMY SQUARED";"https://www.tripadvisor.com/Restaurant_Review-g60763-d14785146-Reviews-Emmy_Squared_East_Village-New_York_City_New_York.html";"02/22/2019";"Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.";23;""
"187921";"PAPA JOHNS PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4730529-Reviews-Papa_John_s_Pizza-New_York_City_New_York.html";"02/22/2019";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";12;"A"
"187975";"EMMY SQUARED";"https://www.tripadvisor.com/Restaurant_Review-g60763-d14785146-Reviews-Emmy_Squared_East_Village-New_York_City_New_York.html";"02/22/2019";"Evidence of mice or live mice present in facility's food and/or non-food areas.";23;""
"187982";"PAPA JOHNS PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4730529-Reviews-Papa_John_s_Pizza-New_York_City_New_York.html";"02/22/2019";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";12;"A"
"188019";"BENJAMIN STEAKHOUSE PRIME";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11798975-Reviews-Benjamin_Steakhouse_Prime-New_York_City_New_York.html";"02/22/2019";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";12;"A"
"188059";"PAPA JOHN'S";"https://www.tripadvisor.com/Restaurant_Review-g60763-d15651043-Reviews-Papa_John_s_Pizza-New_York_City_New_York.html";"02/22/2019";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";9;"A"
"188070";"SLICED BY HARLEM PIZZA CO.";"https://www.tripadvisor.com/Restaurant_Review-g60763-d15173020-Reviews-Sliced_by_Harlem_Pizza_Co-New_York_City_New_York.html";"02/22/2019";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";17;"B"
"188084";"CASSIANO'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11984969-Reviews-Cassiano_s_Pizza-New_York_City_New_York.html";"02/23/2017";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";11;"A"
"188094";"2 BROS PIZZA/ CORVO COFFEE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2200990-Reviews-2_Bros_Pizza-New_York_City_New_York.html";"02/23/2017";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";12;"A"
"188169";"CASSIANO'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11984969-Reviews-Cassiano_s_Pizza-New_York_City_New_York.html";"02/23/2017";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";11;"A"
"188265";"2 BROS PIZZA/ CORVO COFFEE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2200990-Reviews-2_Bros_Pizza-New_York_City_New_York.html";"02/23/2017";"Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.";12;"A"
"188271";"CASSIANO'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d11984969-Reviews-Cassiano_s_Pizza-New_York_City_New_York.html";"02/23/2017";"Live roaches present in facility's food and/or non-food areas.";11;"A"
"188299";"SALVO'S";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4846994-Reviews-Salvo_s-New_York_City_New_York.html";"02/23/2018";"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.";48;"C"
"188374";"CASA PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d6652779-Reviews-Casa_Pizza_Restaurant-New_York_City_New_York.html";"02/23/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4;"A"
"188381";"SALVO'S";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4846994-Reviews-Salvo_s-New_York_City_New_York.html";"02/23/2018";"Hot food item not held at or above 140Âº F.";48;"C"
"188465";"PATSYS PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d478025-Reviews-Patsy_s_Pizza_74th_Street-New_York_City_New_York.html";"02/23/2018";"Food contact surface not properly maintained.";11;"A"
"188480";"SALVO'S";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4846994-Reviews-Salvo_s-New_York_City_New_York.html";"02/23/2018";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";48;"C"
"188580";"10TH AVENUE PIZZA & CAFE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2562411-Reviews-10th_Ave_Pizza-New_York_City_New_York.html";"02/23/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";10;"A"
"188593";"UNCLE MARIO'S";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2397371-Reviews-Uncle_Mario_s-New_York_City_New_York.html";"02/23/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";16;""
"188638";"SALVO'S";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4846994-Reviews-Salvo_s-New_York_City_New_York.html";"02/23/2018";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";48;"C"
"188641";"UNCLE MARIO'S";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2397371-Reviews-Uncle_Mario_s-New_York_City_New_York.html";"02/23/2018";"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.";16;""
"188663";"LA BELLEZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3736845-Reviews-La_Bellezza-New_York_City_New_York.html";"02/23/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";11;"A"
"188759";"PATSYS PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d478025-Reviews-Patsy_s_Pizza_74th_Street-New_York_City_New_York.html";"02/23/2018";"Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.";11;"A"
"188769";"SALVO'S";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4846994-Reviews-Salvo_s-New_York_City_New_York.html";"02/23/2018";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";48;"C"
"188850";"CASA PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d6652779-Reviews-Casa_Pizza_Restaurant-New_York_City_New_York.html";"02/23/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";4;"A"
"188856";"LA BELLEZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d3736845-Reviews-La_Bellezza-New_York_City_New_York.html";"02/23/2018";"Hot food item not held at or above 140Âº F.";11;"A"
"188875";"10TH AVENUE PIZZA & CAFE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2562411-Reviews-10th_Ave_Pizza-New_York_City_New_York.html";"02/23/2018";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";10;"A"
"188971";"PATSYS PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d478025-Reviews-Patsy_s_Pizza_74th_Street-New_York_City_New_York.html";"02/23/2018";"Thawing procedures improper.";11;"A"
"189038";"UNCLE MARIO'S";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2397371-Reviews-Uncle_Mario_s-New_York_City_New_York.html";"02/23/2018";"Hot food item not held at or above 140Âº F.";16;""
"189045";"SALVO'S";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4846994-Reviews-Salvo_s-New_York_City_New_York.html";"02/23/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";48;"C"
"189060";"SALVO'S";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4846994-Reviews-Salvo_s-New_York_City_New_York.html";"02/23/2018";"Evidence of mice or live mice present in facility's food and/or non-food areas.";48;"C"
"189200";"CORNER SLICE (Located inside Gotham West market on 45 St. & 11TH Ave)";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12565528-Reviews-Corner_Slice-New_York_City_New_York.html";"02/24/2017";"Food contact surface improperly constructed or located. Unacceptable material used.";63;""
"189257";"CORNER SLICE (Located inside Gotham West market on 45 St. & 11TH Ave)";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12565528-Reviews-Corner_Slice-New_York_City_New_York.html";"02/24/2017";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";63;""
"189273";"CORNER SLICE (Located inside Gotham West market on 45 St. & 11TH Ave)";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12565528-Reviews-Corner_Slice-New_York_City_New_York.html";"02/24/2017";"No facilities available to wash, rinse and sanitize utensils and/or equipment.";63;""
"189282";"CORNER SLICE (Located inside Gotham West market on 45 St. & 11TH Ave)";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12565528-Reviews-Corner_Slice-New_York_City_New_York.html";"02/24/2017";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";63;""
"189477";"MARINARA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d19114884-Reviews-Marinara_Pizza-New_York_City_New_York.html";"02/24/2020";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";5;"A"
"189520";"THE CAPITAL GRILLE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1018334-Reviews-The_Capital_Grille-New_York_City_New_York.html";"02/24/2020";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";13;"A"
"189548";"CLAUDIO'S PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12934745-Reviews-Claudio_Pizzeria-New_York_City_New_York.html";"02/24/2020";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";47;""
"189571";"CLAUDIO'S PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12934745-Reviews-Claudio_Pizzeria-New_York_City_New_York.html";"02/24/2020";"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.";47;""
"189576";"CLAUDIO'S PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12934745-Reviews-Claudio_Pizzeria-New_York_City_New_York.html";"02/24/2020";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";47;""
"189610";"THE CAPITAL GRILLE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1018334-Reviews-The_Capital_Grille-New_York_City_New_York.html";"02/24/2020";"Food prepared from ingredients at ambient temperature not cooled to 41Âº F or below within 4 hours.";13;"A"
"189692";"CLAUDIO'S PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12934745-Reviews-Claudio_Pizzeria-New_York_City_New_York.html";"02/24/2020";"Evidence of mice or live mice present in facility's food and/or non-food areas.";47;""
"189750";"CLAUDIO'S PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12934745-Reviews-Claudio_Pizzeria-New_York_City_New_York.html";"02/24/2020";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";47;""
"189757";"MARINARA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d19114884-Reviews-Marinara_Pizza-New_York_City_New_York.html";"02/24/2020";"Single service item reused, improperly stored, dispensed; not used when required.";5;"A"
"189762";"RUTH'S CHRIS STEAKHOUSE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d477513-Reviews-Ruth_s_Chris_Steak_House-New_York_City_New_York.html";"02/25/2019";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";34;""
"189770";"POMODORO RISTORANTE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d459077-Reviews-Pomodoro-New_York_City_New_York.html";"02/25/2019";"Hot food item not held at or above 140Âº F.";10;""
"189781";"POMODORO RISTORANTE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d459077-Reviews-Pomodoro-New_York_City_New_York.html";"02/25/2019";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";10;""
"189865";"RUTH'S CHRIS STEAKHOUSE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d477513-Reviews-Ruth_s_Chris_Steak_House-New_York_City_New_York.html";"02/25/2019";"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.";34;""
